FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
220222;1000;55;;;
220222;1100;67;;;
220222;1200;66;;;
220222;1300;75;;;
220222;1400;56;;;
220222;1500;47;;;
220222;1600;62;;;
220222;1700;77;;;
220222;1800;56;;;
220222;1900;55;;;
220222;2000;41;;;
220222;2100;39;;;
220222;2200;34;;;
220222;2300;41;;;
220223;0000;29;;;
220223;0100;17;;;
220223;0200;19;;;
220223;0300;16;;;
220223;0400;22;;;
220223;0500;23;;;
220223;0600;45;;;
220223;0700;35;;;
220223;0800;35;;;
220223;0900;37;;;
220223;1000;34;;;
220223;1100;43;;;
220223;1200;40;;;
220223;1300;45;;;
220223;1400;;;153;
220223;1500;77;;;
220223;1600;68;;;
220223;1700;68;;;
220223;1800;62;;;
220223;1900;37;;;
220223;2000;28;;;
220223;2100;35;;;
220223;2200;32;;;
220223;2300;33;;;
220224;0000;29;;;
220224;0100;23;;;
220224;0200;23;;;
220224;0300;25;;;
220224;0400;13;;;
220224;0500;21;;;
220224;0600;39;;;
220224;0700;48;;;
220224;0800;36;;;
220224;0900;40;;;
220224;1000;40;;;
220224;1100;40;;;
220224;1200;49;;;
220224;1300;52;;;
220224;1400;48;;;
220224;1500;50;;;
220224;1600;43;;;
220224;1700;46;;;
220224;1800;35;;;
220224;1900;55;;;
220224;2000;49;;;
220224;2100;50;;;
220224;2200;37;;;
220224;2300;40;;;
220225;0000;45;;;
220225;0100;40;;;
220225;0200;31;;;
220225;0300;24;;;
220225;0400;30;;;
220225;0500;42;;;
220225;0600;47;;;
220225;0700;66;;;
220225;0800;43;;;
220225;0900;44;;;
220225;1000;63;;;
220225;1100;68;;;
220225;1200;61;;;
220225;1300;79;;;
220225;1400;61;;;
220225;1500;66;;;
220225;1600;69;;;
220225;1700;64;;;
220225;1800;71;;;
220225;1900;60;;;
220225;2000;51;;;
220225;2100;51;;;
220225;2200;37;;;
220225;2300;41;;;
220226;0000;47;;;
220226;0100;39;;;
220226;0200;41;;;
220226;0300;37;;;
220226;0400;44;;;
220226;0500;42;;;
220226;0600;41;;;
220226;0700;46;;;
220226;0800;52;;;
220226;0900;44;;;
220226;1000;58;;;
220226;1100;71;;;
220226;1200;65;;;
220226;1300;65;;;
220226;1400;55;;;
220226;1500;54;;;
220226;1600;55;;;
220226;1700;41;;;
220226;1800;43;;;
220226;1900;61;;;
220226;2000;55;;;
220226;2100;48;;;
220226;2200;39;;;
220226;2300;36;;;
220227;0000;28;;;
220227;0100;26;;;
220227;0200;23;;;
220227;0300;25;;;
220227;0400;30;;;
220227;0500;28;;;
220227;0600;33;;;
220227;0700;38;;;
220227;0800;32;;;
220227;0900;43;;;
220227;1000;35;;;
220227;1100;36;;;
220227;1200;32;;;
220227;1300;46;;;
220227;1400;40;;;
220227;1500;38;;;
220227;1600;41;;;
220227;1700;37;;;
220227;1800;45;;;
220227;1900;54;;;
220227;2000;62;;;
220227;2100;63;;;
220227;2200;61;;;
220227;2300;54;;;
220228;0000;46;;;
220228;0100;43;;;
220228;0200;38;;;
220228;0300;42;;;
220228;0400;43;;;
220228;0500;45;;;
220228;0600;58;;;
220228;0700;65;;;
220228;0800;55;;;
220228;0900;72;;;
220228;1000;73;;;
220228;1100;62;;;
220228;1200;91;;;
220228;1300;72;;;
220228;1400;146;;;
220228;1500;108;;;
220228;1600;88;;;
220228;1700;73;;;
220228;1800;58;;;
220228;1900;66;;;
220228;2000;103;;;
220228;2100;79;;;
220228;2200;98;;;
220228;2300;70;;;
220301;0000;33;;;
220301;0100;34;;;
220301;0200;25;;;
220301;0300;32;;;
220301;0400;37;;;
220301;0500;54;;;
220301;0600;64;;;
220301;0700;88;;;
220301;0800;138;;;
220301;0900;117;;;
220301;1000;97;;;
220301;1100;77;;;
220301;1200;101;;;
220301;1300;84;;;
220301;1400;102;;;
220301;1500;95;;;
220301;1600;92;;;
220301;1700;99;;;
220301;1800;119;;;
220301;1900;96;;;
220301;2000;91;;;
220301;2100;108;;;
220301;2200;94;;;
220301;2300;92;;;
220302;0000;58;;;
220302;0100;53;;;
220302;0200;46;;;
220302;0300;36;;;
220302;0400;47;;;
220302;0500;64;;;
220302;0600;83;;;
220302;0700;122;;;
220302;0800;81;;;
220302;0900;77;;;
220302;1000;79;;;
220302;1100;87;;;
220302;1200;113;;;
220302;1300;88;;;
220302;1400;92;;;
220302;1500;78;;;
220302;1600;85;;;
220302;1700;85;;;
220302;1800;83;;;
220302;1900;66;;;
220302;2000;66;;;
220302;2100;69;;;
220302;2200;57;;;
220302;2300;44;;;
220303;0000;43;;;
220303;0100;51;;;
220303;0200;75;;;
220303;0300;73;;;
220303;0400;75;;;
220303;0500;83;;;
220303;0600;108;;;
220303;0700;119;;;
220303;0800;74;;;
220303;0900;74;;;
220303;1000;111;;;
220303;1100;111;;;
220303;1200;94;;;
220303;1300;78;;;
220303;1400;87;;;
220303;1500;85;;;
220303;1600;81;;;
220303;1700;75;;;
220303;1800;64;;;
220303;1900;54;;;
220303;2000;53;;;
220303;2100;58;;;
220303;2200;37;;;
220303;2300;42;;;
220304;0000;38;;;
220304;0100;34;;;
220304;0200;41;;;
220304;0300;37;;;
220304;0400;48;;;
220304;0500;52;;;
220304;0600;62;;;
220304;0700;101;;;
220304;0800;79;;;
220304;0900;73;;;
220304;1000;74;;;
220304;1100;82;;;
220304;1200;77;;;
220304;1300;86;;;
220304;1400;77;;;
220304;1500;73;;;
220304;1600;55;;;
220304;1700;68;;;
220304;1800;61;;;
220304;1900;60;;;
220304;2000;44;;;
220304;2100;41;;;
220304;2200;41;;;
220304;2300;35;;;
220305;0000;41;;;
220305;0100;52;;;
220305;0200;53;;;
220305;0300;55;;;
220305;0400;53;;;
220305;0500;57;;;
220305;0600;74;;;
220305;0700;74;;;
220305;0800;75;;;
220305;0900;78;;;
220305;1000;62;;;
220305;1100;78;;;
220305;1200;59;;;
220305;1300;49;;;
220305;1400;38;;;
220305;1500;37;;;
220305;1600;35;;;
220305;1700;38;;;
220305;1800;49;;;
220305;1900;62;;;
220305;2000;59;;;
220305;2100;58;;;
220305;2200;54;;;
220305;2300;53;;;
220306;0000;56;;;
220306;0100;49;;;
220306;0200;44;;;
220306;0300;54;;;
220306;0400;50;;;
220306;0500;46;;;
220306;0600;61;;;
220306;0700;65;;;
220306;0800;48;;;
220306;0900;42;;;
220306;1000;43;;;
220306;1100;34;;;
220306;1200;37;;;
220306;1300;42;;;
220306;1400;39;;;
220306;1500;39;;;
220306;1600;25;;;
220306;1700;26;;;
220306;1800;37;;;
220306;1900;43;;;
220306;2000;35;;;
220306;2100;43;;;
220306;2200;32;;;
220306;2300;46;;;
220307;0000;34;;;
220307;0100;26;;;
220307;0200;30;;;
220307;0300;29;;;
220307;0400;37;;;
220307;0500;39;;;
220307;0600;72;;;
220307;0700;147;;;
220307;0800;80;;;
220307;0900;70;;;
220307;1000;72;;;
220307;1100;74;;;
220307;1200;72;;;
220307;1300;66;;;
220307;1400;78;;;
220307;1500;54;;;
220307;1600;58;;;
220307;1700;54;;;
220307;1800;46;;;
220307;1900;86;;;
220307;2000;64;;;
220307;2100;46;;;
220307;2200;38;;;
220307;2300;24;;;
220308;0000;27;;;
220308;0100;27;;;
220308;0200;20;;;
220308;0300;37;;;
220308;0400;33;;;
220308;0500;57;;;
220308;0600;74;;;
220308;0700;118;;;
220308;0800;69;;;
220308;0900;75;;;
220308;1000;91;;;
220308;1100;112;;;
220308;1200;78;;;
220308;1300;;;;
220308;1400;;;;
220308;1500;;;;
220308;1600;;;;
220308;1700;;;;
220308;1800;49;;;
220308;1900;51;;;
220308;2000;55;;;
220308;2100;47;;;
220308;2200;42;;;
220308;2300;52;;;
220309;0000;39;;;
220309;0100;52;;;
220309;0200;41;;;
220309;0300;39;;;
220309;0400;44;;;
220309;0500;53;;;
220309;0600;122;;;
220309;0700;116;;;
220309;0800;61;;;
220309;0900;122;;;
220309;1000;100;;;
220309;1100;97;;;
220309;1200;105;;;
220309;1300;88;;;
220309;1400;95;;;
220309;1500;79;;;
220309;1600;83;;;
220309;1700;85;;;
220309;1800;71;;;
220309;1900;72;;;
220309;2000;65;;;
220309;2100;65;;;
220309;2200;78;;;
220309;2300;78;;;
220310;0000;62;;;
220310;0100;51;;;
220310;0200;49;;;
220310;0300;44;;;
220310;0400;45;;;
220310;0500;52;;;
220310;0600;106;;;
220310;0700;120;;;
220310;0800;87;;;
220310;0900;121;;;
220310;1000;101;;;
220310;1100;88;;;
220310;1200;68;;;
220310;1300;75;;;
220310;1400;72;;;
220310;1500;84;;;
220310;1600;84;;;
220310;1700;79;;;
220310;1800;91;;;
220310;1900;107;;;
220310;2000;100;;;
220310;2100;114;;;
220310;2200;117;;;
220310;2300;80;;;
220311;0000;67;;;
220311;0100;58;;;
220311;0200;46;;;
220311;0300;49;;;
220311;0400;56;;;
220311;0500;64;;;
220311;0600;115;;;
220311;0700;179;;;
220311;0800;74;;;
220311;0900;119;;;
220311;1000;109;;;
220311;1100;110;;;
220311;1200;94;;;
220311;1300;79;;;
220311;1400;90;;;
220311;1500;92;;;
220311;1600;94;;;
220311;1700;77;;;
220311;1800;65;;;
220311;1900;59;;;
220311;2000;64;;;
220311;2100;58;;;
220311;2200;57;;;
220311;2300;62;;;
220312;0000;42;;;
220312;0100;54;;;
220312;0200;93;;;
220312;0300;68;;;
220312;0400;38;;;
220312;0500;57;;;
220312;0600;70;;;
220312;0700;108;;;
220312;0800;77;;;
220312;0900;83;;;
220312;1000;68;;;
220312;1100;66;;;
220312;1200;82;;;
220312;1300;82;;;
220312;1400;82;;;
220312;1500;84;;;
220312;1600;72;;;
220312;1700;69;;;
220312;1800;82;;;
220312;1900;81;;;
220312;2000;92;;;
220312;2100;98;;;
220312;2200;77;;;
220312;2300;123;;;
220313;0000;93;;;
220313;0100;80;;;
220313;0200;72;;;
220313;0300;68;;;
220313;0400;59;;;
220313;0500;65;;;
220313;0600;57;;;
220313;0700;70;;;
220313;0800;79;;;
220313;0900;74;;;
220313;1000;99;;;
220313;1100;87;;;
220313;1200;73;;;
220313;1300;64;;;
220313;1400;61;;;
220313;1500;52;;;
220313;1600;58;;;
220313;1700;63;;;
220313;1800;65;;;
220313;1900;72;;;
220313;2000;72;;;
220313;2100;64;;;
220313;2200;67;;;
220313;2300;62;;;
220314;0000;55;;;
220314;0100;52;;;
220314;0200;46;;;
220314;0300;56;;;
220314;0400;41;;;
220314;0500;58;;;
220314;0600;114;;;
220314;0700;175;;;
220314;0800;166;;;
220314;0900;86;;;
220314;1000;97;;;
220314;1100;119;;;
220314;1200;111;;;
220314;1300;92;;;
220314;1400;89;;;
220314;1500;102;;;
220314;1600;109;;;
220314;1700;70;;;
220314;1800;70;;;
220314;1900;81;;;
220314;2000;73;;;
220314;2100;95;;;
220314;2200;73;;;
220314;2300;78;;;
220315;0000;81;;;
220315;0100;75;;;
220315;0200;66;;;
220315;0300;64;;;
220315;0400;49;;;
220315;0500;64;;;
220315;0600;104;;;
220315;0700;182;;;
220315;0800;144;;;
220315;0900;182;;;
220315;1000;147;;;
220315;1100;131;;;
220315;1200;98;;;
220315;1300;86;;;
220315;1400;100;;;
220315;1500;87;;;
220315;1600;88;;;
220315;1700;82;;;
220315;1800;80;;;
220315;1900;71;;;
220315;2000;70;;;
220315;2100;82;;;
220315;2200;77;;;
220315;2300;82;;;
220316;0000;84;;;
220316;0100;97;;;
220316;0200;93;;;
220316;0300;95;;;
220316;0400;106;;;
220316;0500;53;;;
220316;0600;27;;;
220316;0700;38;;;
220316;0800;86;;;
220316;0900;75;;;
220316;1000;88;;;
220316;1100;115;;;
220316;1200;124;;;
220316;1300;116;;;
220316;1400;120;;;
220316;1500;113;;;
220316;1600;104;;;
220316;1700;83;;;
220316;1800;72;;;
220316;1900;67;;;
220316;2000;64;;;
220316;2100;69;;;
220316;2200;54;;;
220316;2300;43;;;
220317;0000;40;;;
220317;0100;46;;;
220317;0200;39;;;
220317;0300;44;;;
220317;0400;47;;;
220317;0500;57;;;
220317;0600;68;;;
220317;0700;79;;;
220317;0800;100;;;
220317;0900;118;;;
220317;1000;135;;;
220317;1100;166;;;
220317;1200;98;;;
220317;1300;104;;;
220317;1400;102;;;
220317;1500;103;;;
220317;1600;93;;;
220317;1700;88;;;
220317;1800;86;;;
220317;1900;83;;;
220317;2000;67;;;
220317;2100;59;;;
220317;2200;59;;;
220317;2300;63;;;
220318;0000;54;;;
220318;0100;86;;;
220318;0200;70;;;
220318;0300;55;;;
220318;0400;55;;;
220318;0500;81;;;
220318;0600;117;;;
220318;0700;159;;;
220318;0800;108;;;
220318;0900;135;;;
220318;1000;121;;;
220318;1100;127;;;
220318;1200;115;;;
220318;1300;62;;;
220318;1400;52;;;
220318;1500;64;;;
220318;1600;47;;;
220318;1700;45;;;
220318;1800;57;;;
220318;1900;87;;;
220318;2000;91;;;
220318;2100;122;;;
220318;2200;96;;;
220318;2300;59;;;
220319;0000;53;;;
220319;0100;58;;;
220319;0200;53;;;
220319;0300;52;;;
220319;0400;57;;;
220319;0500;52;;;
220319;0600;91;;;
220319;0700;111;;;
220319;0800;116;;;
220319;0900;89;;;
220319;1000;128;;;
220319;1100;103;;;
220319;1200;92;;;
220319;1300;77;;;
220319;1400;74;;;
220319;1500;66;;;
220319;1600;65;;;
220319;1700;57;;;
220319;1800;79;;;
220319;1900;185;;;
220319;2000;118;;;
220319;2100;126;;;
220319;2200;138;;;
220319;2300;80;;;
220320;0000;93;;;
220320;0100;68;;;
220320;0200;49;;;
220320;0300;52;;;
220320;0400;51;;;
220320;0500;47;;;
220320;0600;53;;;
220320;0700;75;;;
220320;0800;81;;;
220320;0900;82;;;
220320;1000;72;;;
220320;1100;67;;;
220320;1200;59;;;
220320;1300;57;;;
220320;1400;94;;;
220320;1500;107;;;
220320;1600;104;;;
220320;1700;73;;;
220320;1800;67;;;
220320;1900;49;;;
220320;2000;51;;;
220320;2100;50;;;
220320;2200;34;;;
220320;2300;29;;;
220321;0000;41;;;
220321;0100;44;;;
220321;0200;35;;;
220321;0300;43;;;
220321;0400;36;;;
220321;0500;62;;;
220321;0600;98;;;
220321;0700;131;;;
220321;0800;117;;;
220321;0900;69;;;
220321;1000;113;;;
220321;1100;109;;;
220321;1200;63;;;
220321;1300;64;;;
220321;1400;67;;;
220321;1500;88;;;
220321;1600;79;;;
220321;1700;58;;;
220321;1800;54;;;
220321;1900;65;;;
220321;2000;60;;;
220321;2100;64;;;
220321;2200;60;;;
220321;2300;62;;;
220322;0000;52;;;
220322;0100;54;;;
220322;0200;40;;;
220322;0300;43;;;
220322;0400;48;;;
220322;0500;58;;;
220322;0600;106;;;
220322;0700;142;;;
220322;0800;79;;;
220322;0900;89;;;
220322;1000;108;;;
220322;1100;109;;;
220322;1200;108;;;
220322;1300;96;;;
220322;1400;108;;;
220322;1500;91;;;
220322;1600;81;;;
220322;1700;102;;;
220322;1800;97;;;
220322;1900;71;;;
220322;2000;60;;;
220322;2100;41;;;
220322;2200;42;;;
220322;2300;35;;;
220323;0000;31;;;
220323;0100;24;;;
220323;0200;25;;;
220323;0300;27;;;
220323;0400;65;;;
220323;0500;65;;;
220323;0600;64;;;
220323;0700;55;;;
220323;0800;50;;;
220323;0900;47;;;
220323;1000;70;;;
220323;1100;70;;;
220323;1200;57;;;
220323;1300;58;;;
220323;1400;52;;;
220323;1500;54;;;
220323;1600;50;;;
220323;1700;53;;;
220323;1800;57;;;
220323;1900;84;;;
220323;2000;102;;;
220323;2100;85;;;
220323;2200;79;;;
220323;2300;89;;;
220324;0000;70;;;
220324;0100;68;;;
220324;0200;60;;;
220324;0300;44;;;
220324;0400;52;;;
220324;0500;69;;;
220324;0600;108;;;
220324;0700;190;;;
220324;0800;147;;;
220324;0900;112;;;
220324;1000;119;;;
220324;1100;110;;;
220324;1200;118;;;
220324;1300;88;;;
220324;1400;124;;;
220324;1500;123;;;
220324;1600;133;;;
220324;1700;98;;;
220324;1800;88;;;
220324;1900;113;;;
220324;2000;132;;;
220324;2100;96;;;
220324;2200;80;;;
220324;2300;69;;;
220325;0000;54;;;
220325;0100;46;;;
220325;0200;24;;;
220325;0300;39;;;
220325;0400;47;;;
220325;0500;84;;;
220325;0600;153;;;
220325;0700;270;;;
220325;0800;183;;;
220325;0900;138;;;
220325;1000;120;;;
220325;1100;117;;;
220325;1200;87;;;
220325;1300;73;;;
220325;1400;100;;;
220325;1500;104;;;
220325;1600;90;;;
220325;1700;96;;;
220325;1800;90;;;
220325;1900;84;;;
220325;2000;86;;;
220325;2100;87;;;
220325;2200;100;;;
220325;2300;104;;;
220326;0000;87;;;
220326;0100;90;;;
220326;0200;80;;;
220326;0300;66;;;
220326;0400;62;;;
220326;0500;57;;;
220326;0600;64;;;
220326;0700;93;;;
220326;0800;81;;;
220326;0900;125;;;
220326;1000;105;;;
220326;1100;76;;;
220326;1200;91;;;
220326;1300;101;;;
220326;1400;116;;;
220326;1500;87;;;
220326;1600;80;;;
220326;1700;71;;;
220326;1800;75;;;
220326;1900;75;;;
220326;2000;72;;;
220326;2100;65;;;
220326;2200;66;;;
220326;2300;88;;;
220327;0000;100;;;
220327;0100;93;;;
220327;0200;76;;;
220327;0300;80;;;
220327;0400;69;;;
220327;0500;63;;;
220327;0600;62;;;
220327;0700;76;;;
220327;0800;89;;;
220327;0900;76;;;
220327;1000;88;;;
220327;1100;88;;;
220327;1200;95;;;
220327;1300;94;;;
220327;1400;65;;;
220327;1500;64;;;
220327;1600;63;;;
220327;1700;65;;;
220327;1800;64;;;
220327;1900;67;;;
220327;2000;83;;;
220327;2100;96;;;
220327;2200;79;;;
220327;2300;61;;;
220328;0000;48;;;
220328;0100;43;;;
220328;0200;47;;;
220328;0300;42;;;
220328;0400;41;;;
220328;0500;48;;;
220328;0600;86;;;
220328;0700;167;;;
220328;0800;115;;;
220328;0900;86;;;
220328;1000;76;;;
220328;1100;87;;;
220328;1200;109;;;
220328;1300;101;;;
220328;1400;107;;;
220328;1500;93;;;
220328;1600;83;;;
220328;1700;78;;;
220328;1800;82;;;
220328;1900;71;;;
220328;2000;63;;;
220328;2100;47;;;
220328;2200;38;;;
220328;2300;34;;;
220329;0000;35;;;
220329;0100;31;;;
220329;0200;34;;;
220329;0300;42;;;
220329;0400;36;;;
220329;0500;71;;;
220329;0600;86;;;
220329;0700;150;;;
220329;0800;69;;;
220329;0900;81;;;
220329;1000;81;;;
220329;1100;95;;;
220329;1200;98;;;
220329;1300;111;;;
220329;1400;134;;;
220329;1500;137;;;
220329;1600;199;;;
220329;1700;120;;;
220329;1800;101;;;
220329;1900;87;;;
220329;2000;76;;;
220329;2100;78;;;
220329;2200;98;;;
220329;2300;88;;;
220330;0000;100;;;
220330;0100;75;;;
220330;0200;56;;;
220330;0300;51;;;
220330;0400;69;;;
220330;0500;104;;;
220330;0600;149;;;
220330;0700;218;;;
220330;0800;144;;;
220330;0900;190;;;
220330;1000;146;;;
220330;1100;120;;;
220330;1200;113;;;
220330;1300;99;;;
220330;1400;74;;;
220330;1500;65;;;
220330;1600;70;;;
220330;1700;84;;;
220330;1800;86;;;
220330;1900;135;;;
220330;2000;122;;;
220330;2100;96;;;
220330;2200;76;;;
220330;2300;73;;;
220331;0000;42;;;
220331;0100;41;;;
220331;0200;41;;;
220331;0300;35;;;
220331;0400;38;;;
220331;0500;58;;;
220331;0600;97;;;
220331;0700;154;;;
220331;0800;164;;;
220331;0900;101;;;
220331;1000;72;;;
220331;1100;84;;;
220331;1200;124;;;
220331;1300;72;;;
220331;1400;72;;;
220331;1500;73;;;
220331;1600;82;;;
220331;1700;77;;;
220331;1800;118;;;
220331;1900;196;;;
220331;2000;113;;;
220331;2100;81;;;
220331;2200;74;;;
220331;2300;51;;;
220401;0000;45;;;
220401;0100;44;;;
220401;0200;47;;;
220401;0300;45;;;
220401;0400;42;;;
220401;0500;64;;;
220401;0600;99;;;
220401;0700;215;;;
220401;0800;144;;;
220401;0900;95;;;
220401;1000;101;;;
220401;1100;111;;;
220401;1200;110;;;
220401;1300;123;;;
220401;1400;100;;;
220401;1500;106;;;
220401;1600;97;;;
220401;1700;85;;;
220401;1800;119;;;
220401;1900;105;;;
220401;2000;112;;;
220401;2100;158;;;
220401;2200;156;;;
220401;2300;126;;;
220402;0000;73;;;
220402;0100;67;;;
220402;0200;54;;;
220402;0300;48;;;
220402;0400;55;;;
220402;0500;54;;;
220402;0600;61;;;
220402;0700;72;;;
220402;0800;110;;;
220402;0900;98;;;
220402;1000;86;;;
220402;1100;80;;;
220402;1200;62;;;
220402;1300;66;;;
220402;1400;77;;;
220402;1500;66;;;
220402;1600;66;;;
220402;1700;124;;;
220402;1800;83;;;
220402;1900;76;;;
220402;2000;59;;;
220402;2100;48;;;
220402;2200;41;;;
220402;2300;58;;;
220403;0000;62;;;
220403;0100;63;;;
220403;0200;58;;;
220403;0300;41;;;
220403;0400;53;;;
220403;0500;62;;;
220403;0600;51;;;
220403;0700;67;;;
220403;0800;65;;;
220403;0900;59;;;
220403;1000;65;;;
220403;1100;59;;;
220403;1200;71;;;
220403;1300;53;;;
220403;1400;56;;;
220403;1500;52;;;
220403;1600;58;;;
220403;1700;54;;;
220403;1800;57;;;
220403;1900;59;;;
220403;2000;59;;;
220403;2100;87;;;
220403;2200;90;;;
220403;2300;75;;;
220404;0000;59;;;
220404;0100;46;;;
220404;0200;43;;;
220404;0300;43;;;
220404;0400;33;;;
220404;0500;33;;;
220404;0600;47;;;
220404;0700;119;;;
220404;0800;82;;;
220404;0900;78;;;
220404;1000;74;;;
220404;1100;85;;;
220404;1200;81;;;
220404;1300;95;;;
220404;1400;79;;;
220404;1500;85;;;
220404;1600;92;;;
220404;1700;98;;;
220404;1800;106;;;
220404;1900;131;;;
220404;2000;122;;;
220404;2100;143;;;
220404;2200;111;;;
220404;2300;101;;;
220405;0000;55;;;
220405;0100;51;;;
220405;0200;46;;;
220405;0300;40;;;
220405;0400;62;;;
220405;0500;62;;;
220405;0600;71;;;
220405;0700;122;;;
220405;0800;169;;;
220405;0900;94;;;
220405;1000;96;;;
220405;1100;115;;;
220405;1200;96;;;
220405;1300;106;;;
220405;1400;111;;;
220405;1500;101;;;
220405;1600;86;;;
220405;1700;92;;;
220405;1800;102;;;
220405;1900;172;;;
220405;2000;193;;;
220405;2100;125;;;
220405;2200;119;;;
220405;2300;78;;;
220406;0000;65;;;
220406;0100;48;;;
220406;0200;40;;;
220406;0300;40;;;
220406;0400;34;;;
220406;0500;44;;;
220406;0600;64;;;
220406;0700;136;;;
220406;0800;163;;;
220406;0900;88;;;
220406;1000;106;;;
220406;1100;130;;;
220406;1200;116;;;
220406;1300;90;;;
220406;1400;73;;;
220406;1500;106;;;
220406;1600;115;;;
220406;1700;105;;;
220406;1800;129;;;
220406;1900;99;;;
220406;2000;112;;;
220406;2100;113;;;
220406;2200;111;;;
220406;2300;76;;;
220407;0000;72;;;
220407;0100;59;;;
220407;0200;60;;;
220407;0300;45;;;
220407;0400;39;;;
220407;0500;41;;;
220407;0600;70;;;
220407;0700;140;;;
220407;0800;139;;;
220407;0900;97;;;
220407;1000;99;;;
220407;1100;126;;;
220407;1200;87;;;
220407;1300;79;;;
220407;1400;79;;;
220407;1500;90;;;
220407;1600;120;;;
220407;1700;113;;;
220407;1800;133;;;
220407;1900;115;;;
220407;2000;120;;;
220407;2100;140;;;
220407;2200;116;;;
220407;2300;86;;;
220408;0000;75;;;
220408;0100;54;;;
220408;0200;49;;;
220408;0300;44;;;
220408;0400;38;;;
220408;0500;46;;;
220408;0600;77;;;
220408;0700;138;;;
220408;0800;184;;;
220408;0900;124;;;
220408;1000;99;;;
220408;1100;107;;;
220408;1200;110;;;
220408;1300;109;;;
220408;1400;115;;;
220408;1500;120;;;
220408;1600;109;;;
220408;1700;100;;;
220408;1800;98;;;
220408;1900;84;;;
220408;2000;70;;;
220408;2100;53;;;
220408;2200;49;;;
220408;2300;55;;;
220409;0000;61;;;
220409;0100;48;;;
220409;0200;71;;;
220409;0300;69;;;
220409;0400;52;;;
220409;0500;39;;;
220409;0600;65;;;
220409;0700;76;;;
220409;0800;110;;;
220409;0900;105;;;
220409;1000;58;;;
220409;1100;64;;;
220409;1200;73;;;
220409;1300;61;;;
220409;1400;70;;;
220409;1500;69;;;
220409;1600;58;;;
220409;1700;45;;;
220409;1800;56;;;
220409;1900;57;;;
220409;2000;61;;;
220409;2100;62;;;
220409;2200;67;;;
220409;2300;67;;;
220410;0000;75;;;
220410;0100;71;;;
220410;0200;65;;;
220410;0300;50;;;
220410;0400;56;;;
220410;0500;53;;;
220410;0600;40;;;
220410;0700;60;;;
220410;0800;53;;;
220410;0900;58;;;
220410;1000;35;;;
220410;1100;40;;;
220410;1200;43;;;
220410;1300;40;;;
220410;1400;51;;;
220410;1500;72;;;
220410;1600;48;;;
220410;1700;40;;;
220410;1800;46;;;
220410;1900;44;;;
220410;2000;36;;;
220410;2100;42;;;
220410;2200;34;;;
220410;2300;53;;;
220411;0000;43;;;
220411;0100;52;;;
220411;0200;36;;;
220411;0300;31;;;
220411;0400;27;;;
220411;0500;27;;;
220411;0600;55;;;
220411;0700;73;;;
220411;0800;56;;;
220411;0900;44;;;
220411;1000;54;;;
220411;1100;62;;;
220411;1200;73;;;
220411;1300;65;;;
220411;1400;73;;;
220411;1500;79;;;
220411;1600;71;;;
220411;1700;72;;;
220411;1800;84;;;
220411;1900;77;;;
220411;2000;76;;;
220411;2100;59;;;
220411;2200;76;;;
220411;2300;89;;;
220412;0000;77;;;
220412;0100;50;;;
220412;0200;51;;;
220412;0300;54;;;
220412;0400;53;;;
220412;0500;56;;;
220412;0600;71;;;
220412;0700;127;;;
220412;0800;114;;;
220412;0900;71;;;
220412;1000;100;;;
220412;1100;98;;;
220412;1200;86;;;
220412;1300;105;;;
220412;1400;77;;;
220412;1500;114;;;
220412;1600;118;;;
220412;1700;145;;;
220412;1800;195;;;
220412;1900;215;;;
220412;2000;177;;;
220412;2100;178;;;
220412;2200;148;;;
220412;2300;83;;;
220413;0000;78;;;
220413;0100;74;;;
220413;0200;65;;;
220413;0300;57;;;
220413;0400;58;;;
220413;0500;56;;;
220413;0600;83;;;
220413;0700;135;;;
220413;0800;164;;;
220413;0900;98;;;
220413;1000;99;;;
220413;1100;92;;;
220413;1200;94;;;
220413;1300;99;;;
220413;1400;77;;;
220413;1500;79;;;
220413;1600;97;;;
220413;1700;110;;;
220413;1800;162;;;
220413;1900;344;;;
220413;2000;350;;;
220413;2100;192;;;
220413;2200;126;;;
220413;2300;102;;;
220414;0000;95;;;
220414;0100;47;;;
220414;0200;43;;;
220414;0300;46;;;
220414;0400;39;;;
220414;0500;41;;;
220414;0600;122;;;
220414;0700;362;;;
220414;0800;294;;;
