FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
240315;1600;82;;;
240315;1700;90;;;
240315;1800;94;;;
240315;1900;85;;;
240315;2000;86;;;
240315;2100;89;;;
240315;2200;76;;;
240315;2300;82;;;
240316;0000;76;;;
240316;0100;74;;;
240316;0200;68;;;
240316;0300;56;;;
240316;0400;55;;;
240316;0500;64;;;
240316;0600;58;;;
240316;0700;98;;;
240316;0800;87;;;
240316;0900;82;;;
240316;1000;77;;;
240316;1100;90;;;
240316;1200;67;;;
240316;1300;58;;;
240316;1400;60;;;
240316;1500;65;;;
240316;1600;59;;;
240316;1700;62;;;
240316;1800;75;;;
240316;1900;91;;;
240316;2000;96;;;
240316;2100;109;;;
240316;2200;128;;;
240316;2300;94;;;
240317;0000;67;;;
240317;0100;54;;;
240317;0200;50;;;
240317;0300;51;;;
240317;0400;43;;;
240317;0500;44;;;
240317;0600;50;;;
240317;0700;51;;;
240317;0800;64;;;
240317;0900;55;;;
240317;1000;57;;;
240317;1100;47;;;
240317;1200;42;;;
240317;1300;46;;;
240317;1400;46;;;
240317;1500;64;;;
240317;1600;57;;;
240317;1700;59;;;
240317;1800;63;;;
240317;1900;70;;;
240317;2000;82;;;
240317;2100;71;;;
240317;2200;66;;;
240317;2300;52;;;
240318;0000;50;;;
240318;0100;48;;;
240318;0200;46;;;
240318;0300;31;;;
240318;0400;41;;;
240318;0500;53;;;
240318;0600;83;;;
240318;0700;131;;;
240318;0800;72;;;
240318;0900;105;;;
240318;1000;122;;;
240318;1100;86;;;
240318;1200;87;;;
240318;1300;73;;;
240318;1400;83;;;
240318;1500;78;;;
240318;1600;80;;;
240318;1700;74;;;
240318;1800;78;;;
240318;1900;94;;;
240318;2000;88;;;
240318;2100;95;;;
240318;2200;63;;;
240318;2300;53;;;
240319;0000;48;;;
240319;0100;39;;;
240319;0200;38;;;
240319;0300;35;;;
240319;0400;33;;;
240319;0500;42;;;
240319;0600;65;;;
240319;0700;158;;;
240319;0800;91;;;
240319;0900;116;;;
240319;1000;58;;;
240319;1100;82;;;
240319;1200;78;;;
240319;1300;139;;;
240319;1400;122;;;
240319;1500;106;;;
240319;1600;100;;;
240319;1700;84;;;
240319;1800;76;;;
240319;1900;87;;;
240319;2000;86;;;
240319;2100;71;;;
240319;2200;59;;;
240319;2300;55;;;
240320;0000;42;;;
240320;0100;29;;;
240320;0200;32;;;
240320;0300;41;;;
240320;0400;57;;;
240320;0500;52;;;
240320;0600;51;;;
240320;0700;66;;;
240320;0800;67;;;
240320;0900;77;;;
240320;1000;99;;;
240320;1100;106;;;
240320;1200;92;;;
240320;1300;90;;;
240320;1400;86;;;
240320;1500;88;;;
240320;1600;70;;;
240320;1700;65;;;
240320;1800;88;;;
240320;1900;73;;;
240320;2000;67;;;
240320;2100;79;;;
240320;2200;92;;;
240320;2300;76;;;
240321;0000;80;;;
240321;0100;79;;;
240321;0200;73;;;
240321;0300;69;;;
240321;0400;68;;;
240321;0500;74;;;
240321;0600;106;;;
240321;0700;143;;;
240321;0800;94;;;
240321;0900;105;;;
240321;1000;119;;;
240321;1100;93;;;
240321;1200;100;;;
240321;1300;127;;;
240321;1400;101;;;
240321;1500;82;;;
240321;1600;81;;;
240321;1700;64;;;
240321;1800;75;;;
240321;1900;76;;;
240321;2000;88;;;
240321;2100;83;;;
240321;2200;76;;;
240321;2300;60;;;
240322;0000;50;;;
240322;0100;35;;;
240322;0200;28;;;
240322;0300;32;;;
240322;0400;35;;;
240322;0500;60;;;
240322;0600;121;;;
240322;0700;150;;;
240322;0800;101;;;
240322;0900;71;;;
240322;1000;79;;;
240322;1100;90;;;
240322;1200;80;;;
240322;1300;113;;;
240322;1400;91;;;
240322;1500;80;;;
240322;1600;71;;;
240322;1700;65;;;
240322;1800;78;;;
240322;1900;77;;;
240322;2000;70;;;
240322;2100;84;;;
240322;2200;47;;;
240322;2300;57;;;
240323;0000;66;;;
240323;0100;69;;;
240323;0200;46;;;
240323;0300;45;;;
240323;0400;44;;;
240323;0500;45;;;
240323;0600;49;;;
240323;0700;82;;;
240323;0800;69;;;
240323;0900;62;;;
240323;1000;62;;;
240323;1100;63;;;
240323;1200;57;;;
240323;1300;53;;;
240323;1400;56;;;
240323;1500;56;;;
240323;1600;61;;;
240323;1700;67;;;
240323;1800;63;;;
240323;1900;63;;;
240323;2000;55;;;
240323;2100;91;;;
240323;2200;91;;;
240323;2300;59;;;
240324;0000;52;;;
240324;0100;49;;;
240324;0200;40;;;
240324;0300;40;;;
240324;0400;47;;;
240324;0500;45;;;
240324;0600;48;;;
240324;0700;52;;;
240324;0800;48;;;
240324;0900;52;;;
240324;1000;50;;;
240324;1100;56;;;
240324;1200;50;;;
240324;1300;38;;;
240324;1400;45;;;
240324;1500;43;;;
240324;1600;47;;;
240324;1700;43;;;
240324;1800;64;;;
240324;1900;63;;;
240324;2000;73;;;
240324;2100;68;;;
240324;2200;56;;;
240324;2300;49;;;
240325;0000;44;;;
240325;0100;41;;;
240325;0200;40;;;
240325;0300;31;;;
240325;0400;34;;;
240325;0500;50;;;
240325;0600;83;;;
240325;0700;136;;;
240325;0800;67;;;
240325;0900;77;;;
240325;1000;65;;;
240325;1100;136;;;
240325;1200;81;;;
240325;1300;66;;;
240325;1400;71;;;
240325;1500;97;;;
240325;1600;99;;;
240325;1700;79;;;
240325;1800;62;;;
240325;1900;71;;;
240325;2000;65;;;
240325;2100;57;;;
240325;2200;48;;;
240325;2300;37;;;
240326;0000;42;;;
240326;0100;52;;;
240326;0200;52;;;
240326;0300;47;;;
240326;0400;44;;;
240326;0500;69;;;
240326;0600;78;;;
240326;0700;104;;;
240326;0800;124;;;
240326;0900;101;;;
240326;1000;93;;;
240326;1100;111;;;
240326;1200;120;;;
240326;1300;94;;;
240326;1400;90;;;
240326;1500;97;;;
240326;1600;90;;;
240326;1700;95;;;
240326;1800;107;;;
240326;1900;126;;;
240326;2000;70;;;
240326;2100;45;;;
240326;2200;40;;;
240326;2300;66;;;
240327;0000;54;;;
240327;0100;35;;;
240327;0200;39;;;
240327;0300;41;;;
240327;0400;46;;;
240327;0500;59;;;
240327;0600;100;;;
240327;0700;106;;;
240327;0800;96;;;
240327;0900;90;;;
240327;1000;93;;;
240327;1100;119;;;
240327;1200;76;;;
240327;1300;61;;;
240327;1400;69;;;
240327;1500;67;;;
240327;1600;73;;;
240327;1700;85;;;
240327;1800;74;;;
240327;1900;65;;;
240327;2000;70;;;
240327;2100;75;;;
240327;2200;81;;;
240327;2300;54;;;
240328;0000;46;;;
240328;0100;48;;;
240328;0200;45;;;
240328;0300;42;;;
240328;0400;40;;;
240328;0500;56;;;
240328;0600;72;;;
240328;0700;96;;;
240328;0800;71;;;
240328;0900;88;;;
240328;1000;81;;;
240328;1100;86;;;
240328;1200;109;;;
240328;1300;118;;;
240328;1400;99;;;
240328;1500;72;;;
240328;1600;80;;;
240328;1700;69;;;
240328;1800;76;;;
240328;1900;78;;;
240328;2000;97;;;
240328;2100;129;;;
240328;2200;98;;;
240328;2300;77;;;
240329;0000;63;;;
240329;0100;51;;;
240329;0200;52;;;
240329;0300;53;;;
240329;0400;46;;;
240329;0500;47;;;
240329;0600;45;;;
240329;0700;54;;;
240329;0800;73;;;
240329;0900;63;;;
240329;1000;75;;;
240329;1100;76;;;
240329;1200;77;;;
240329;1300;55;;;
240329;1400;55;;;
240329;1500;76;;;
240329;1600;76;;;
240329;1700;67;;;
240329;1800;76;;;
240329;1900;85;;;
240329;2000;98;;;
240329;2100;128;;;
240329;2200;100;;;
240329;2300;83;;;
240330;0000;116;;;
240330;0100;79;;;
240330;0200;69;;;
240330;0300;52;;;
240330;0400;49;;;
240330;0500;44;;;
240330;0600;48;;;
240330;0700;52;;;
240330;0800;63;;;
240330;0900;62;;;
240330;1000;65;;;
240330;1100;63;;;
240330;1200;63;;;
240330;1300;53;;;
240330;1400;47;;;
240330;1500;52;;;
240330;1600;64;;;
240330;1700;74;;;
240330;1800;63;;;
240330;1900;80;;;
240330;2000;75;;;
240330;2100;110;;;
240330;2200;87;;;
240330;2300;79;;;
240331;0000;59;;;
240331;0100;66;;;
240331;0200;47;;;
240331;0300;54;;;
240331;0400;52;;;
240331;0500;42;;;
240331;0600;43;;;
240331;0700;43;;;
240331;0800;57;;;
240331;0900;62;;;
240331;1000;49;;;
240331;1100;58;;;
240331;1200;50;;;
240331;1300;87;;;
240331;1400;46;;;
240331;1500;40;;;
240331;1600;43;;;
240331;1700;50;;;
240331;1800;68;;;
240331;1900;59;;;
240331;2000;60;;;
240331;2100;41;;;
240331;2200;70;;;
240331;2300;69;;;
240401;0000;66;;;
240401;0100;72;;;
240401;0200;46;;;
240401;0300;38;;;
240401;0400;49;;;
240401;0500;49;;;
240401;0600;69;;;
240401;0700;85;;;
240401;0800;129;;;
240401;0900;85;;;
240401;1000;83;;;
240401;1100;60;;;
240401;1200;73;;;
240401;1300;117;;;
240401;1400;125;;;
240401;1500;119;;;
240401;1600;81;;;
240401;1700;82;;;
240401;1800;88;;;
240401;1900;90;;;
240401;2000;;;209;
240401;2100;108;;;
240401;2200;79;;;
240401;2300;74;;;
240402;0000;62;;;
240402;0100;43;;;
240402;0200;44;;;
240402;0300;41;;;
240402;0400;48;;;
240402;0500;68;;;
240402;0600;98;;;
240402;0700;136;;;
240402;0800;126;;;
240402;0900;84;;;
240402;1000;66;;;
240402;1100;81;;;
240402;1200;83;;;
240402;1300;90;;;
240402;1400;98;;;
240402;1500;107;;;
240402;1600;119;;;
240402;1700;179;;;
240402;1800;195;;;
240402;1900;167;;;
240402;2000;201;;;
240402;2100;114;;;
240402;2200;61;;;
240402;2300;50;;;
240403;0000;41;;;
240403;0100;63;;;
240403;0200;37;;;
240403;0300;46;;;
240403;0400;64;;;
240403;0500;75;;;
240403;0600;79;;;
240403;0700;65;;;
240403;0800;113;;;
240403;0900;100;;;
240403;1000;99;;;
240403;1100;110;;;
240403;1200;134;;;
240403;1300;118;;;
240403;1400;191;;;
240403;1500;171;;;
240403;1600;155;;;
240403;1700;131;;;
240403;1800;125;;;
240403;1900;138;;;
240403;2000;151;;;
240403;2100;143;;;
240403;2200;156;;;
240403;2300;134;;;
240404;0000;119;;;
240404;0100;125;;;
240404;0200;107;;;
240404;0300;83;;;
240404;0400;78;;;
240404;0500;99;;;
240404;0600;108;;;
240404;0700;144;;;
240404;0800;135;;;
240404;0900;115;;;
240404;1000;102;;;
240404;1100;107;;;
240404;1200;129;;;
240404;1300;69;;;
240404;1400;74;;;
240404;1500;79;;;
240404;1600;97;;;
240404;1700;76;;;
240404;1800;83;;;
240404;1900;105;;;
240404;2000;85;;;
240404;2100;106;;;
240404;2200;80;;;
240404;2300;55;;;
240405;0000;40;;;
240405;0100;38;;;
240405;0200;35;;;
240405;0300;28;;;
240405;0400;38;;;
240405;0500;54;;;
240405;0600;97;;;
240405;0700;165;;;
240405;0800;99;;;
240405;0900;83;;;
240405;1000;120;;;
240405;1100;96;;;
240405;1200;80;;;
240405;1300;82;;;
240405;1400;104;;;
240405;1500;100;;;
240405;1600;82;;;
240405;1700;81;;;
240405;1800;75;;;
240405;1900;91;;;
240405;2000;74;;;
240405;2100;73;;;
240405;2200;62;;;
240405;2300;48;;;
240406;0000;53;;;
240406;0100;52;;;
240406;0200;40;;;
240406;0300;40;;;
240406;0400;40;;;
240406;0500;41;;;
240406;0600;43;;;
240406;0700;90;;;
240406;0800;67;;;
240406;0900;59;;;
240406;1000;76;;;
240406;1100;64;;;
240406;1200;72;;;
240406;1300;86;;;
240406;1400;78;;;
240406;1500;72;;;
240406;1600;64;;;
240406;1700;62;;;
240406;1800;73;;;
240406;1900;102;;;
240406;2000;102;;;
240406;2100;117;;;
240406;2200;95;;;
240406;2300;87;;;
240407;0000;79;;;
240407;0100;55;;;
240407;0200;48;;;
240407;0300;43;;;
240407;0400;48;;;
240407;0500;36;;;
240407;0600;40;;;
240407;0700;52;;;
240407;0800;48;;;
240407;0900;66;;;
240407;1000;66;;;
240407;1100;74;;;
240407;1200;73;;;
240407;1300;59;;;
240407;1400;39;;;
240407;1500;56;;;
240407;1600;46;;;
240407;1700;46;;;
240407;1800;62;;;
240407;1900;100;;;
240407;2000;132;;;
240407;2100;119;;;
240407;2200;62;;;
240407;2300;58;;;
240408;0000;51;;;
240408;0100;43;;;
240408;0200;37;;;
240408;0300;38;;;
240408;0400;41;;;
240408;0500;34;;;
240408;0600;50;;;
240408;0700;79;;;
240408;0800;80;;;
240408;0900;70;;;
240408;1000;77;;;
240408;1100;86;;;
240408;1200;80;;;
240408;1300;72;;;
240408;1400;84;;;
240408;1500;80;;;
240408;1600;86;;;
240408;1700;81;;;
240408;1800;93;;;
240408;1900;84;;;
240408;2000;95;;;
240408;2100;124;;;
240408;2200;92;;;
240408;2300;74;;;
240409;0000;60;;;
240409;0100;54;;;
240409;0200;47;;;
240409;0300;43;;;
240409;0400;34;;;
240409;0500;47;;;
240409;0600;64;;;
240409;0700;99;;;
240409;0800;89;;;
240409;0900;82;;;
240409;1000;109;;;
240409;1100;87;;;
240409;1200;80;;;
240409;1300;68;;;
240409;1400;67;;;
240409;1500;85;;;
240409;1600;86;;;
240409;1700;83;;;
240409;1800;104;;;
240409;1900;152;;;
240409;2000;142;;;
240409;2100;129;;;
240409;2200;105;;;
240409;2300;98;;;
240410;0000;81;;;
240410;0100;72;;;
240410;0200;67;;;
240410;0300;61;;;
240410;0400;51;;;
240410;0500;51;;;
240410;0600;67;;;
240410;0700;94;;;
240410;0800;111;;;
240410;0900;101;;;
240410;1000;103;;;
240410;1100;120;;;
240410;1200;149;;;
240410;1300;108;;;
240410;1400;70;;;
240410;1500;92;;;
240410;1600;84;;;
240410;1700;82;;;
240410;1800;95;;;
240410;1900;79;;;
240410;2000;91;;;
240410;2100;70;;;
240410;2200;79;;;
240410;2300;71;;;
240411;0000;60;;;
240411;0100;46;;;
240411;0200;50;;;
240411;0300;41;;;
240411;0400;36;;;
240411;0500;37;;;
240411;0600;84;;;
240411;0700;91;;;
240411;0800;219;;;
240411;0900;187;;;
240411;1000;137;;;
240411;1100;135;;;
240411;1200;119;;;
240411;1300;115;;;
240411;1400;113;;;
240411;1500;117;;;
240411;1600;128;;;
240411;1700;130;;;
240411;1800;134;;;
240411;1900;158;;;
240411;2000;122;;;
240411;2100;91;;;
240411;2200;71;;;
240411;2300;79;;;
240412;0000;64;;;
240412;0100;61;;;
240412;0200;53;;;
240412;0300;53;;;
240412;0400;62;;;
240412;0500;63;;;
240412;0600;53;;;
240412;0700;139;;;
240412;0800;109;;;
240412;0900;94;;;
240412;1000;110;;;
240412;1100;106;;;
240412;1200;116;;;
240412;1300;91;;;
240412;1400;85;;;
240412;1500;106;;;
240412;1600;123;;;
240412;1700;96;;;
240412;1800;94;;;
240412;1900;133;;;
240412;2000;174;;;
240412;2100;166;;;
240412;2200;109;;;
240412;2300;118;;;
240413;0000;109;;;
240413;0100;121;;;
240413;0200;96;;;
240413;0300;76;;;
240413;0400;76;;;
240413;0500;75;;;
240413;0600;83;;;
240413;0700;73;;;
240413;0800;82;;;
240413;0900;86;;;
240413;1000;85;;;
240413;1100;90;;;
240413;1200;84;;;
240413;1300;83;;;
240413;1400;87;;;
240413;1500;81;;;
240413;1600;69;;;
240413;1700;64;;;
240413;1800;66;;;
240413;1900;58;;;
240413;2000;51;;;
240413;2100;45;;;
240413;2200;52;;;
240413;2300;50;;;
240414;0000;60;;;
240414;0100;56;;;
240414;0200;50;;;
240414;0300;56;;;
240414;0400;48;;;
240414;0500;50;;;
240414;0600;42;;;
240414;0700;46;;;
240414;0800;47;;;
240414;0900;50;;;
240414;1000;51;;;
240414;1100;54;;;
240414;1200;44;;;
240414;1300;45;;;
240414;1400;44;;;
240414;1500;43;;;
240414;1600;41;;;
240414;1700;48;;;
240414;1800;64;;;
240414;1900;55;;;
240414;2000;38;;;
240414;2100;38;;;
240414;2200;29;;;
240414;2300;32;;;
240415;0000;20;;;
240415;0100;24;;;
240415;0200;19;;;
240415;0300;22;;;
240415;0400;28;;;
240415;0500;29;;;
240415;0600;34;;;
240415;0700;40;;;
240415;0800;30;;;
240415;0900;42;;;
240415;1000;47;;;
240415;1100;43;;;
240415;1200;33;;;
240415;1300;23;;;
240415;1400;25;;;
240415;1500;26;;;
240415;1600;35;;;
240415;1700;40;;;
240415;1800;38;;;
240415;1900;61;;;
240415;2000;80;;;
240415;2100;86;;;
240415;2200;62;;;
240415;2300;44;;;
240416;0000;33;;;
240416;0100;40;;;
240416;0200;31;;;
240416;0300;28;;;
240416;0400;29;;;
240416;0500;28;;;
240416;0600;53;;;
240416;0700;61;;;
240416;0800;79;;;
240416;0900;63;;;
240416;1000;53;;;
240416;1100;52;;;
240416;1200;65;;;
240416;1300;62;;;
240416;1400;60;;;
240416;1500;62;;;
240416;1600;64;;;
240416;1700;79;;;
240416;1800;125;;;
240416;1900;138;;;
240416;2000;169;;;
240416;2100;98;;;
240416;2200;57;;;
240416;2300;40;;;
240417;0000;54;;;
240417;0100;48;;;
240417;0200;43;;;
240417;0300;32;;;
240417;0400;27;;;
240417;0500;34;;;
240417;0600;50;;;
240417;0700;74;;;
240417;0800;79;;;
240417;0900;125;;;
240417;1000;;;;
240417;1100;81;;;
240417;1200;90;;;
240417;1300;81;;;
240417;1400;63;;;
240417;1500;63;;;
240417;1600;66;;;
240417;1700;88;;;
240417;1800;102;;;
240417;1900;155;;;
240417;2000;106;;;
240417;2100;76;;;
240417;2200;64;;;
240417;2300;56;;;
240418;0000;46;;;
240418;0100;40;;;
240418;0200;39;;;
240418;0300;32;;;
240418;0400;37;;;
240418;0500;49;;;
240418;0600;75;;;
240418;0700;112;;;
240418;0800;166;;;
240418;0900;132;;;
240418;1000;109;;;
240418;1100;115;;;
240418;1200;112;;;
240418;1300;72;;;
240418;1400;87;;;
240418;1500;85;;;
240418;1600;78;;;
240418;1700;88;;;
240418;1800;141;;;
240418;1900;111;;;
240418;2000;113;;;
240418;2100;88;;;
240418;2200;85;;;
240418;2300;61;;;
240419;0000;54;;;
240419;0100;42;;;
240419;0200;52;;;
240419;0300;38;;;
240419;0400;45;;;
240419;0500;43;;;
240419;0600;48;;;
240419;0700;64;;;
240419;0800;133;;;
240419;0900;83;;;
240419;1000;104;;;
240419;1100;103;;;
240419;1200;82;;;
240419;1300;88;;;
240419;1400;98;;;
240419;1500;87;;;
240419;1600;114;;;
240419;1700;125;;;
240419;1800;160;;;
240419;1900;141;;;
240419;2000;123;;;
240419;2100;139;;;
240419;2200;145;;;
240419;2300;170;;;
240420;0000;102;;;
240420;0100;107;;;
240420;0200;97;;;
240420;0300;87;;;
240420;0400;69;;;
240420;0500;82;;;
240420;0600;62;;;
240420;0700;67;;;
240420;0800;87;;;
240420;0900;101;;;
240420;1000;117;;;
240420;1100;137;;;
240420;1200;124;;;
240420;1300;97;;;
240420;1400;94;;;
240420;1500;106;;;
240420;1600;110;;;
240420;1700;110;;;
240420;1800;109;;;
240420;1900;97;;;
240420;2000;112;;;
240420;2100;139;;;
240420;2200;165;;;
240420;2300;166;;;
240421;0000;167;;;
240421;0100;118;;;
240421;0200;122;;;
240421;0300;90;;;
240421;0400;91;;;
240421;0500;97;;;
240421;0600;87;;;
240421;0700;91;;;
240421;0800;102;;;
240421;0900;122;;;
240421;1000;116;;;
240421;1100;79;;;
240421;1200;65;;;
240421;1300;54;;;
240421;1400;54;;;
240421;1500;48;;;
240421;1600;39;;;
240421;1700;44;;;
240421;1800;46;;;
240421;1900;42;;;
240421;2000;41;;;
240421;2100;33;;;
240421;2200;44;;;
240421;2300;43;;;
240422;0000;37;;;
240422;0100;42;;;
240422;0200;41;;;
240422;0300;29;;;
240422;0400;28;;;
240422;0500;34;;;
240422;0600;45;;;
240422;0700;59;;;
240422;0800;73;;;
240422;0900;91;;;
240422;1000;78;;;
240422;1100;57;;;
240422;1200;49;;;
240422;1300;79;;;
240422;1400;78;;;
240422;1500;61;;;
240422;1600;54;;;
240422;1700;42;;;
240422;1800;41;;;
240422;1900;59;;;
240422;2000;40;;;
240422;2100;56;;;
240422;2200;64;;;
240422;2300;50;;;
240423;0000;47;;;
240423;0100;55;;;
240423;0200;31;;;
240423;0300;28;;;
240423;0400;30;;;
240423;0500;33;;;
240423;0600;44;;;
240423;0700;54;;;
240423;0800;66;;;
240423;0900;52;;;
240423;1000;78;;;
240423;1100;71;;;
240423;1200;91;;;
240423;1300;86;;;
240423;1400;88;;;
240423;1500;66;;;
240423;1600;72;;;
240423;1700;104;;;
240423;1800;107;;;
240423;1900;129;;;
240423;2000;135;;;
240423;2100;158;;;
240423;2200;113;;;
240423;2300;82;;;
240424;0000;82;;;
240424;0100;54;;;
240424;0200;50;;;
240424;0300;46;;;
240424;0400;36;;;
240424;0500;27;;;
240424;0600;41;;;
240424;0700;76;;;
240424;0800;104;;;
240424;0900;99;;;
240424;1000;93;;;
240424;1100;77;;;
240424;1200;68;;;
240424;1300;64;;;
240424;1400;84;;;
240424;1500;95;;;
240424;1600;78;;;
240424;1700;63;;;
240424;1800;66;;;
240424;1900;70;;;
240424;2000;80;;;
240424;2100;87;;;
240424;2200;70;;;
240424;2300;62;;;
240425;0000;57;;;
240425;0100;32;;;
240425;0200;34;;;
240425;0300;31;;;
240425;0400;37;;;
240425;0500;39;;;
240425;0600;59;;;
240425;0700;83;;;
240425;0800;119;;;
240425;0900;68;;;
240425;1000;79;;;
240425;1100;90;;;
240425;1200;80;;;
240425;1300;86;;;
240425;1400;68;;;
240425;1500;77;;;
240425;1600;65;;;
240425;1700;57;;;
240425;1800;68;;;
240425;1900;125;;;
240425;2000;48;;;
240425;2100;43;;;
240425;2200;42;;;
240425;2300;46;;;
240426;0000;39;;;
240426;0100;34;;;
240426;0200;30;;;
240426;0300;25;;;
240426;0400;24;;;
240426;0500;31;;;
240426;0600;37;;;
240426;0700;54;;;
240426;0800;76;;;
240426;0900;46;;;
240426;1000;74;;;
240426;1100;69;;;
240426;1200;65;;;
240426;1300;55;;;
240426;1400;64;;;
240426;1500;64;;;
240426;1600;61;;;
240426;1700;59;;;
240426;1800;65;;;
240426;1900;78;;;
240426;2000;83;;;
240426;2100;126;;;
240426;2200;95;;;
240426;2300;97;;;
240427;0000;62;;;
240427;0100;65;;;
240427;0200;64;;;
240427;0300;47;;;
240427;0400;44;;;
240427;0500;56;;;
240427;0600;42;;;
240427;0700;43;;;
240427;0800;52;;;
240427;0900;47;;;
240427;1000;58;;;
240427;1100;64;;;
240427;1200;71;;;
240427;1300;44;;;
240427;1400;51;;;
240427;1500;50;;;
240427;1600;51;;;
240427;1700;73;;;
240427;1800;85;;;
240427;1900;68;;;
240427;2000;71;;;
240427;2100;96;;;
240427;2200;105;;;
240427;2300;88;;;
240428;0000;65;;;
240428;0100;76;;;
240428;0200;74;;;
240428;0300;52;;;
240428;0400;46;;;
240428;0500;50;;;
240428;0600;41;;;
240428;0700;52;;;
240428;0800;53;;;
240428;0900;60;;;
240428;1000;59;;;
240428;1100;61;;;
240428;1200;80;;;
240428;1300;72;;;
240428;1400;65;;;
240428;1500;72;;;
240428;1600;64;;;
240428;1700;63;;;
240428;1800;122;;;
240428;1900;103;;;
240428;2000;90;;;
240428;2100;89;;;
240428;2200;136;;;
240428;2300;108;;;
240429;0000;86;;;
240429;0100;73;;;
240429;0200;74;;;
240429;0300;52;;;
240429;0400;46;;;
240429;0500;60;;;
240429;0600;57;;;
240429;0700;56;;;
240429;0800;65;;;
240429;0900;92;;;
240429;1000;79;;;
240429;1100;79;;;
240429;1200;81;;;
240429;1300;62;;;
240429;1400;60;;;
240429;1500;66;;;
240429;1600;65;;;
240429;1700;67;;;
240429;1800;75;;;
240429;1900;99;;;
240429;2000;96;;;
240429;2100;60;;;
240429;2200;67;;;
240429;2300;88;;;
240430;0000;41;;;
240430;0100;34;;;
240430;0200;24;;;
240430;0300;31;;;
240430;0400;30;;;
240430;0500;31;;;
240430;0600;42;;;
240430;0700;42;;;
240430;0800;21;;;
240430;0900;22;;;
240430;1000;21;;;
240430;1100;23;;;
240430;1200;23;;;
240430;1300;40;;;
240430;1400;33;;;
240430;1500;23;;;
240430;1600;23;;;
240430;1700;31;;;
240430;1800;45;;;
240430;1900;41;;;
240430;2000;38;;;
240430;2100;34;;;
240430;2200;32;;;
240430;2300;32;;;
240501;0000;39;;;
240501;0100;38;;;
240501;0200;43;;;
240501;0300;37;;;
240501;0400;44;;;
240501;0500;41;;;
240501;0600;44;;;
240501;0700;30;;;
240501;0800;41;;;
240501;0900;26;;;
240501;1000;25;;;
240501;1100;26;;;
240501;1200;26;;;
240501;1300;33;;;
240501;1400;29;;;
240501;1500;32;;;
240501;1600;27;;;
240501;1700;34;;;
240501;1800;26;;;
240501;1900;30;;;
240501;2000;20;;;
240501;2100;20;;;
240501;2200;23;;;
240501;2300;36;;;
240502;0000;31;;;
240502;0100;25;;;
240502;0200;21;;;
240502;0300;21;;;
240502;0400;15;;;
240502;0500;19;;;
240502;0600;42;;;
240502;0700;69;;;
240502;0800;97;;;
240502;0900;50;;;
240502;1000;54;;;
240502;1100;63;;;
240502;1200;57;;;
240502;1300;64;;;
240502;1400;71;;;
240502;1500;57;;;
240502;1600;63;;;
240502;1700;69;;;
240502;1800;71;;;
240502;1900;85;;;
240502;2000;63;;;
240502;2100;58;;;
240502;2200;95;;;
240502;2300;93;;;
240503;0000;88;;;
240503;0100;91;;;
240503;0200;67;;;
240503;0300;49;;;
240503;0400;45;;;
240503;0500;40;;;
240503;0600;42;;;
240503;0700;55;;;
240503;0800;85;;;
240503;0900;62;;;
240503;1000;73;;;
240503;1100;70;;;
240503;1200;87;;;
240503;1300;84;;;
240503;1400;68;;;
240503;1500;59;;;
240503;1600;78;;;
240503;1700;78;;;
240503;1800;76;;;
240503;1900;87;;;
240503;2000;93;;;
240503;2100;79;;;
240503;2200;83;;;
240503;2300;67;;;
240504;0000;56;;;
240504;0100;57;;;
240504;0200;62;;;
240504;0300;72;;;
240504;0400;73;;;
240504;0500;69;;;
240504;0600;74;;;
240504;0700;71;;;
240504;0800;103;;;
240504;0900;116;;;
240504;1000;86;;;
240504;1100;70;;;
240504;1200;52;;;
240504;1300;33;;;
240504;1400;19;;;
240504;1500;28;;;
240504;1600;55;;;
240504;1700;41;;;
240504;1800;98;;;
240504;1900;108;;;
240504;2000;106;;;
240504;2100;71;;;
240504;2200;61;;;
240504;2300;99;;;
240505;0000;63;;;
240505;0100;44;;;
240505;0200;35;;;
240505;0300;30;;;
240505;0400;35;;;
240505;0500;33;;;
240505;0600;32;;;
240505;0700;30;;;
240505;0800;37;;;
240505;0900;45;;;
240505;1000;43;;;
240505;1100;46;;;
240505;1200;55;;;
240505;1300;45;;;
240505;1400;56;;;
240505;1500;50;;;
240505;1600;50;;;
240505;1700;58;;;
240505;1800;66;;;
240505;1900;78;;;
240505;2000;97;;;
240505;2100;147;;;
240505;2200;75;;;
240505;2300;52;;;
240506;0000;43;;;
240506;0100;38;;;
240506;0200;47;;;
240506;0300;34;;;
240506;0400;29;;;
240506;0500;31;;;
240506;0600;38;;;
240506;0700;66;;;
240506;0800;87;;;
240506;0900;70;;;
240506;1000;70;;;
240506;1100;69;;;
240506;1200;65;;;
240506;1300;67;;;
240506;1400;59;;;
240506;1500;54;;;
240506;1600;53;;;
240506;1700;52;;;
240506;1800;72;;;
240506;1900;80;;;
240506;2000;84;;;
240506;2100;100;;;
240506;2200;58;;;
240506;2300;44;;;
240507;0000;40;;;
240507;0100;41;;;
240507;0200;30;;;
240507;0300;17;;;
240507;0400;20;;;
240507;0500;24;;;
240507;0600;51;;;
240507;0700;66;;;
240507;0800;106;;;
240507;0900;51;;;
240507;1000;32;;;
240507;1100;24;;;
